year,site,siteid,species,treeid,trw,bai,radius,age,awc100,pH,BS,C.N,tmean,prec,dri,co2
1957,Basadingen,BAS,spruce,BASpcab1,3.81,15.62,6.7,44,154.1,4.4,94.9,12.4,13.8,494,-3,315.1
1958,Basadingen,BAS,spruce,BASpcab1,3.62,15.67,7.1,45,154.1,4.4,94.9,12.4,14.7,538,0,315.7
1959,Basadingen,BAS,spruce,BASpcab1,2.98,13.51,7.4,46,154.1,4.4,94.9,12.4,15.3,455,-20,315.8
1960,Basadingen,BAS,spruce,BASpcab1,2.45,11.52,7.6,47,154.1,4.4,94.9,12.4,14.1,558,5,316.8
1961,Basadingen,BAS,spruce,BASpcab1,2.2,10.66,7.8,48,154.1,4.4,94.9,12.4,15.1,493,-10,317.5
1962,Basadingen,BAS,spruce,BASpcab1,1.67,8.29,8,49,154.1,4.4,94.9,12.4,14.1,413,-22,318.3
1963,Basadingen,BAS,spruce,BASpcab1,2.48,12.67,8.3,50,154.1,4.4,94.9,12.4,14.6,484,-10,318.8
1964,Basadingen,BAS,spruce,BASpcab1,2.18,11.43,8.5,51,154.1,4.4,94.9,12.4,15.5,472,-17,319.4
1965,Basadingen,BAS,spruce,BASpcab1,3.93,21.4,8.9,52,154.1,4.4,94.9,12.4,13.4,816,52,319.9
1966,Basadingen,BAS,spruce,BASpcab1,3.66,20.8,9.2,53,154.1,4.4,94.9,12.4,14.6,546,1,321.2
1967,Basadingen,BAS,spruce,BASpcab1,3.04,17.92,9.5,54,154.1,4.4,94.9,12.4,14.4,537,0,322
1968,Basadingen,BAS,spruce,BASpcab1,3.21,19.52,9.9,55,154.1,4.4,94.9,12.4,14,618,15,322.9
1969,Basadingen,BAS,spruce,BASpcab1,4.08,25.79,10.3,56,154.1,4.4,94.9,12.4,14.3,550,2,324.5
1970,Basadingen,BAS,spruce,BASpcab1,2.77,18.1,10.5,57,154.1,4.4,94.9,12.4,14.2,512,-4,325.5
1971,Basadingen,BAS,spruce,BASpcab1,1.84,12.29,10.7,58,154.1,4.4,94.9,12.4,15.1,425,-24,326.2
1972,Basadingen,BAS,spruce,BASpcab1,2.95,20.12,11,59,154.1,4.4,94.9,12.4,13.3,537,4,327.3
1973,Basadingen,BAS,spruce,BASpcab1,2.59,18.14,11.3,60,154.1,4.4,94.9,12.4,14.6,461,-13,329.5
1974,Basadingen,BAS,spruce,BASpcab1,2.25,16.1,11.5,61,154.1,4.4,94.9,12.4,14.1,485,-8,330.1
1975,Basadingen,BAS,spruce,BASpcab1,2.21,16.12,11.7,62,154.1,4.4,94.9,12.4,14.7,641,17,331
1976,Basadingen,BAS,spruce,BASpcab1,1.8,13.36,11.9,63,154.1,4.4,94.9,12.4,14.7,448,-19,332
1977,Basadingen,BAS,spruce,BASpcab1,2.41,18.21,12.1,64,154.1,4.4,94.9,12.4,13.5,524,1,333.7
1978,Basadingen,BAS,spruce,BASpcab1,2.54,19.54,12.4,65,154.1,4.4,94.9,12.4,13.3,528,1,335.3
1979,Basadingen,BAS,spruce,BASpcab1,2.24,17.61,12.6,66,154.1,4.4,94.9,12.4,13.9,482,-8,336.7
1980,Basadingen,BAS,spruce,BASpcab1,3.01,24.15,12.9,67,154.1,4.4,94.9,12.4,13.4,501,-1,338.5
1981,Basadingen,BAS,spruce,BASpcab1,3.08,25.31,13.2,68,154.1,4.4,94.9,12.4,14.5,475,-11,339.8
1982,Basadingen,BAS,spruce,BASpcab1,3.31,27.86,13.6,69,154.1,4.4,94.9,12.4,14.8,514,-5,341
1983,Basadingen,BAS,spruce,BASpcab1,3.56,30.69,13.9,70,154.1,4.4,94.9,12.4,15.3,543,-3,342.6
1984,Basadingen,BAS,spruce,BASpcab1,2.45,21.57,14.2,71,154.1,4.4,94.9,12.4,13.3,489,-4,344.3
1985,Basadingen,BAS,spruce,BASpcab1,3.13,28.11,14.5,72,154.1,4.4,94.9,12.4,14.5,496,-9,345.7
1986,Basadingen,BAS,spruce,BASpcab1,2.23,20.39,14.7,73,154.1,4.4,94.9,12.4,14.3,637,17,347
1987,Basadingen,BAS,spruce,BASpcab1,2.13,19.81,14.9,74,154.1,4.4,94.9,12.4,14.4,593,11,348.8
1988,Basadingen,BAS,spruce,BASpcab1,2.6,24.52,15.2,75,154.1,4.4,94.9,12.4,14.9,489,-11,351.3
1989,Basadingen,BAS,spruce,BASpcab1,2.78,26.74,15.4,76,154.1,4.4,94.9,12.4,14.8,446,-18,352.8
1990,Basadingen,BAS,spruce,BASpcab1,2.1,20.47,15.7,77,154.1,4.4,94.9,12.4,14.7,485,-11,354
1991,Basadingen,BAS,spruce,BASpcab1,2.03,20.1,15.9,78,154.1,4.4,94.9,12.4,14.7,470,-12,355.5
1992,Basadingen,BAS,spruce,BASpcab1,3.41,34.35,16.2,79,154.1,4.4,94.9,12.4,15.7,468,-16,356.3
1993,Basadingen,BAS,spruce,BASpcab1,3.53,36.32,16.6,80,154.1,4.4,94.9,12.4,15.1,559,0,357
1994,Basadingen,BAS,spruce,BASpcab1,4.68,49.31,17,81,154.1,4.4,94.9,12.4,15.5,653,18,358.9
1995,Basadingen,BAS,spruce,BASpcab1,3.08,33.18,17.3,82,154.1,4.4,94.9,12.4,14.6,628,16,360.9
1996,Basadingen,BAS,spruce,BASpcab1,3.32,36.44,17.7,83,154.1,4.4,94.9,12.4,14.1,493,-7,362.7
1997,Basadingen,BAS,spruce,BASpcab1,5.57,62.78,18.2,84,154.1,4.4,94.9,12.4,14.7,460,-14,363.8
1998,Basadingen,BAS,spruce,BASpcab1,3.36,38.76,18.6,85,154.1,4.4,94.9,12.4,15.3,412,-24,365.5
1999,Basadingen,BAS,spruce,BASpcab1,3.37,39.64,18.9,86,154.1,4.4,94.9,12.4,15.5,741,33,367
2000,Basadingen,BAS,spruce,BASpcab1,2.98,35.59,19.2,87,154.1,4.4,94.9,12.4,15.7,593,4,368.5
2001,Basadingen,BAS,spruce,BASpcab1,3.04,36.88,19.5,88,154.1,4.4,94.9,12.4,14.7,612,13,370
2002,Basadingen,BAS,spruce,BASpcab1,3.17,39.14,19.8,89,154.1,4.4,94.9,12.4,15,522,-6,371.5
2003,Basadingen,BAS,spruce,BASpcab1,1.46,18.24,20,90,154.1,4.4,94.9,12.4,17.3,362,-39,373
2004,Basadingen,BAS,spruce,BASpcab1,2.6,32.81,20.2,91,154.1,4.4,94.9,12.4,15.1,435,-19,374.6
2005,Basadingen,BAS,spruce,BASpcab1,3.04,38.84,20.5,92,154.1,4.4,94.9,12.4,15.4,523,-4,377.1
2006,Basadingen,BAS,spruce,BASpcab1,2.5,32.42,20.8,93,154.1,4.4,94.9,12.4,15.9,603,7,378.8
1957,Basadingen,BAS,spruce,BASpcab1,2.79,17.03,9.9,56,154.1,4.4,94.9,12.4,13.8,494,-3,315.1
1958,Basadingen,BAS,spruce,BASpcab1,2.43,15.2,10.1,57,154.1,4.4,94.9,12.4,14.7,538,0,315.7
1959,Basadingen,BAS,spruce,BASpcab1,2.38,15.25,10.3,58,154.1,4.4,94.9,12.4,15.3,455,-20,315.8
1960,Basadingen,BAS,spruce,BASpcab1,2.87,18.86,10.6,59,154.1,4.4,94.9,12.4,14.1,558,5,316.8
1961,Basadingen,BAS,spruce,BASpcab1,2.05,13.78,10.8,60,154.1,4.4,94.9,12.4,15.1,493,-10,317.5
1962,Basadingen,BAS,spruce,BASpcab1,1.58,10.79,11,61,154.1,4.4,94.9,12.4,14.1,413,-22,318.3
1963,Basadingen,BAS,spruce,BASpcab1,2.15,14.95,11.2,62,154.1,4.4,94.9,12.4,14.6,484,-10,318.8
1964,Basadingen,BAS,spruce,BASpcab1,2.17,15.38,11.4,63,154.1,4.4,94.9,12.4,15.5,472,-17,319.4
1965,Basadingen,BAS,spruce,BASpcab1,2.88,20.88,11.7,64,154.1,4.4,94.9,12.4,13.4,816,52,319.9
1966,Basadingen,BAS,spruce,BASpcab1,2.51,18.66,12,65,154.1,4.4,94.9,12.4,14.6,546,1,321.2
1967,Basadingen,BAS,spruce,BASpcab1,3.3,25.13,12.3,66,154.1,4.4,94.9,12.4,14.4,537,0,322
1968,Basadingen,BAS,spruce,BASpcab1,2.05,15.96,12.5,67,154.1,4.4,94.9,12.4,14,618,15,322.9
1969,Basadingen,BAS,spruce,BASpcab1,2.59,20.54,12.7,68,154.1,4.4,94.9,12.4,14.3,550,2,324.5
1970,Basadingen,BAS,spruce,BASpcab1,2.29,18.51,13,69,154.1,4.4,94.9,12.4,14.2,512,-4,325.5
1971,Basadingen,BAS,spruce,BASpcab1,1.94,15.94,13.2,70,154.1,4.4,94.9,12.4,15.1,425,-24,326.2
1972,Basadingen,BAS,spruce,BASpcab1,2.54,21.22,13.4,71,154.1,4.4,94.9,12.4,13.3,537,4,327.3
1973,Basadingen,BAS,spruce,BASpcab1,3.05,25.98,13.7,72,154.1,4.4,94.9,12.4,14.6,461,-13,329.5
1974,Basadingen,BAS,spruce,BASpcab1,2.5,21.76,14,73,154.1,4.4,94.9,12.4,14.1,485,-8,330.1
1975,Basadingen,BAS,spruce,BASpcab1,2.48,21.98,14.2,74,154.1,4.4,94.9,12.4,14.7,641,17,331
1976,Basadingen,BAS,spruce,BASpcab1,2.41,21.73,14.5,75,154.1,4.4,94.9,12.4,14.7,448,-19,332
1977,Basadingen,BAS,spruce,BASpcab1,4.08,37.61,14.9,76,154.1,4.4,94.9,12.4,13.5,524,1,333.7
1978,Basadingen,BAS,spruce,BASpcab1,3.65,34.54,15.2,77,154.1,4.4,94.9,12.4,13.3,528,1,335.3
1979,Basadingen,BAS,spruce,BASpcab1,2.65,25.55,15.5,78,154.1,4.4,94.9,12.4,13.9,482,-8,336.7
1980,Basadingen,BAS,spruce,BASpcab1,3.27,32.2,15.8,79,154.1,4.4,94.9,12.4,13.4,501,-1,338.5
1981,Basadingen,BAS,spruce,BASpcab1,2.94,29.47,16.1,80,154.1,4.4,94.9,12.4,14.5,475,-11,339.8
1982,Basadingen,BAS,spruce,BASpcab1,2.53,25.79,16.4,81,154.1,4.4,94.9,12.4,14.8,514,-5,341
1983,Basadingen,BAS,spruce,BASpcab1,2.39,24.78,16.6,82,154.1,4.4,94.9,12.4,15.3,543,-3,342.6
1984,Basadingen,BAS,spruce,BASpcab1,1.93,20.22,16.8,83,154.1,4.4,94.9,12.4,13.3,489,-4,344.3
1985,Basadingen,BAS,spruce,BASpcab1,2.12,22.48,17,84,154.1,4.4,94.9,12.4,14.5,496,-9,345.7
1986,Basadingen,BAS,spruce,BASpcab1,2.31,24.82,17.3,85,154.1,4.4,94.9,12.4,14.3,637,17,347
1987,Basadingen,BAS,spruce,BASpcab1,2.78,30.32,17.5,86,154.1,4.4,94.9,12.4,14.4,593,11,348.8
1988,Basadingen,BAS,spruce,BASpcab1,2.75,30.53,17.8,87,154.1,4.4,94.9,12.4,14.9,489,-11,351.3
1989,Basadingen,BAS,spruce,BASpcab1,2.95,33.28,18.1,88,154.1,4.4,94.9,12.4,14.8,446,-18,352.8
1990,Basadingen,BAS,spruce,BASpcab1,1.89,21.55,18.3,89,154.1,4.4,94.9,12.4,14.7,485,-11,354
1991,Basadingen,BAS,spruce,BASpcab1,2.65,30.67,18.6,90,154.1,4.4,94.9,12.4,14.7,470,-12,355.5
1992,Basadingen,BAS,spruce,BASpcab1,2.03,23.74,18.8,91,154.1,4.4,94.9,12.4,15.7,468,-16,356.3
1993,Basadingen,BAS,spruce,BASpcab1,1.91,22.62,18.9,92,154.1,4.4,94.9,12.4,15.1,559,0,357
1994,Basadingen,BAS,spruce,BASpcab1,2.3,27.49,19.2,93,154.1,4.4,94.9,12.4,15.5,653,18,358.9
1995,Basadingen,BAS,spruce,BASpcab1,2.18,26.42,19.4,94,154.1,4.4,94.9,12.4,14.6,628,16,360.9
1996,Basadingen,BAS,spruce,BASpcab1,1.87,22.9,19.6,95,154.1,4.4,94.9,12.4,14.1,493,-7,362.7
1997,Basadingen,BAS,spruce,BASpcab1,2.36,29.15,19.8,96,154.1,4.4,94.9,12.4,14.7,460,-14,363.8
1998,Basadingen,BAS,spruce,BASpcab1,0.99,12.3,19.9,97,154.1,4.4,94.9,12.4,15.3,412,-24,365.5
1999,Basadingen,BAS,spruce,BASpcab1,1.46,18.34,20.1,98,154.1,4.4,94.9,12.4,15.5,741,33,367
2000,Basadingen,BAS,spruce,BASpcab1,1.59,20.12,20.2,99,154.1,4.4,94.9,12.4,15.7,593,4,368.5
2001,Basadingen,BAS,spruce,BASpcab1,1.95,24.83,20.4,100,154.1,4.4,94.9,12.4,14.7,612,13,370
2002,Basadingen,BAS,spruce,BASpcab1,2.36,30.38,20.7,101,154.1,4.4,94.9,12.4,15,522,-6,371.5
2003,Basadingen,BAS,spruce,BASpcab1,1.27,16.46,20.8,102,154.1,4.4,94.9,12.4,17.3,362,-39,373
2004,Basadingen,BAS,spruce,BASpcab1,1.19,15.51,20.9,103,154.1,4.4,94.9,12.4,15.1,435,-19,374.6
2005,Basadingen,BAS,spruce,BASpcab1,1.27,16.72,21,104,154.1,4.4,94.9,12.4,15.4,523,-4,377.1
2006,Basadingen,BAS,spruce,BASpcab1,1.32,17.49,21.2,105,154.1,4.4,94.9,12.4,15.9,603,7,378.8
1957,Basadingen,BAS,spruce,BASpcab1,4.69,43.18,14.9,61,154.1,4.4,94.9,12.4,13.8,494,-3,315.1
1958,Basadingen,BAS,spruce,BASpcab1,2.54,23.92,15.1,62,154.1,4.4,94.9,12.4,14.7,538,0,315.7
1959,Basadingen,BAS,spruce,BASpcab1,3.72,35.83,15.5,63,154.1,4.4,94.9,12.4,15.3,455,-20,315.8
1960,Basadingen,BAS,spruce,BASpcab1,2.95,29.03,15.8,64,154.1,4.4,94.9,12.4,14.1,558,5,316.8
1961,Basadingen,BAS,spruce,BASpcab1,4.45,44.83,16.3,65,154.1,4.4,94.9,12.4,15.1,493,-10,317.5
1962,Basadingen,BAS,spruce,BASpcab1,3.49,36.03,16.6,66,154.1,4.4,94.9,12.4,14.1,413,-22,318.3
1963,Basadingen,BAS,spruce,BASpcab1,3.8,40.1,17,67,154.1,4.4,94.9,12.4,14.6,484,-10,318.8
1964,Basadingen,BAS,spruce,BASpcab1,2.31,24.76,17.2,68,154.1,4.4,94.9,12.4,15.5,472,-17,319.4
1965,Basadingen,BAS,spruce,BASpcab1,2.53,27.51,17.5,69,154.1,4.4,94.9,12.4,13.4,816,52,319.9
1966,Basadingen,BAS,spruce,BASpcab1,3.81,42.27,17.8,70,154.1,4.4,94.9,12.4,14.6,546,1,321.2
1967,Basadingen,BAS,spruce,BASpcab1,3.91,44.33,18.2,71,154.1,4.4,94.9,12.4,14.4,537,0,322
1968,Basadingen,BAS,spruce,BASpcab1,2.7,31.17,18.5,72,154.1,4.4,94.9,12.4,14,618,15,322.9
1969,Basadingen,BAS,spruce,BASpcab1,4.54,53.38,19,73,154.1,4.4,94.9,12.4,14.3,550,2,324.5
1970,Basadingen,BAS,spruce,BASpcab1,3.54,42.51,19.3,74,154.1,4.4,94.9,12.4,14.2,512,-4,325.5
1971,Basadingen,BAS,spruce,BASpcab1,2.26,27.53,19.5,75,154.1,4.4,94.9,12.4,15.1,425,-24,326.2
1972,Basadingen,BAS,spruce,BASpcab1,3.57,44.23,19.9,76,154.1,4.4,94.9,12.4,13.3,537,4,327.3
1973,Basadingen,BAS,spruce,BASpcab1,3.71,46.75,20.3,77,154.1,4.4,94.9,12.4,14.6,461,-13,329.5
1974,Basadingen,BAS,spruce,BASpcab1,2.68,34.29,20.5,78,154.1,4.4,94.9,12.4,14.1,485,-8,330.1
1975,Basadingen,BAS,spruce,BASpcab1,3.31,42.99,20.9,79,154.1,4.4,94.9,12.4,14.7,641,17,331
1976,Basadingen,BAS,spruce,BASpcab1,2.71,35.69,21.1,80,154.1,4.4,94.9,12.4,14.7,448,-19,332
1977,Basadingen,BAS,spruce,BASpcab1,2.57,34.34,21.4,81,154.1,4.4,94.9,12.4,13.5,524,1,333.7
1978,Basadingen,BAS,spruce,BASpcab1,3.22,43.54,21.7,82,154.1,4.4,94.9,12.4,13.3,528,1,335.3
1979,Basadingen,BAS,spruce,BASpcab1,2.71,37.14,22,83,154.1,4.4,94.9,12.4,13.9,482,-8,336.7
1980,Basadingen,BAS,spruce,BASpcab1,2.23,30.89,22.2,84,154.1,4.4,94.9,12.4,13.4,501,-1,338.5
1981,Basadingen,BAS,spruce,BASpcab1,3.36,47.24,22.5,85,154.1,4.4,94.9,12.4,14.5,475,-11,339.8
1982,Basadingen,BAS,spruce,BASpcab1,2.52,35.9,22.8,86,154.1,4.4,94.9,12.4,14.8,514,-5,341
1983,Basadingen,BAS,spruce,BASpcab1,2.34,33.62,23,87,154.1,4.4,94.9,12.4,15.3,543,-3,342.6
1984,Basadingen,BAS,spruce,BASpcab1,1.7,24.62,23.2,88,154.1,4.4,94.9,12.4,13.3,489,-4,344.3
1985,Basadingen,BAS,spruce,BASpcab1,1.81,26.41,23.4,89,154.1,4.4,94.9,12.4,14.5,496,-9,345.7
1986,Basadingen,BAS,spruce,BASpcab1,1.8,26.47,23.6,90,154.1,4.4,94.9,12.4,14.3,637,17,347
1987,Basadingen,BAS,spruce,BASpcab1,2,29.66,23.8,91,154.1,4.4,94.9,12.4,14.4,593,11,348.8
1988,Basadingen,BAS,spruce,BASpcab1,2.1,31.41,24,92,154.1,4.4,94.9,12.4,14.9,489,-11,351.3
1989,Basadingen,BAS,spruce,BASpcab1,1.62,24.4,24.1,93,154.1,4.4,94.9,12.4,14.8,446,-18,352.8
1990,Basadingen,BAS,spruce,BASpcab1,1.27,19.31,24.3,94,154.1,4.4,94.9,12.4,14.7,485,-11,354
1991,Basadingen,BAS,spruce,BASpcab1,2.57,39.3,24.5,95,154.1,4.4,94.9,12.4,14.7,470,-12,355.5
1992,Basadingen,BAS,spruce,BASpcab1,2.21,34.11,24.7,96,154.1,4.4,94.9,12.4,15.7,468,-16,356.3
1993,Basadingen,BAS,spruce,BASpcab1,2.03,31.68,24.9,97,154.1,4.4,94.9,12.4,15.1,559,0,357
1994,Basadingen,BAS,spruce,BASpcab1,1.55,24.28,25.1,98,154.1,4.4,94.9,12.4,15.5,653,18,358.9
1995,Basadingen,BAS,spruce,BASpcab1,1.87,29.59,25.3,99,154.1,4.4,94.9,12.4,14.6,628,16,360.9
1996,Basadingen,BAS,spruce,BASpcab1,2.11,33.57,25.5,100,154.1,4.4,94.9,12.4,14.1,493,-7,362.7
1997,Basadingen,BAS,spruce,BASpcab1,2.4,38.54,25.7,101,154.1,4.4,94.9,12.4,14.7,460,-14,363.8
1998,Basadingen,BAS,spruce,BASpcab1,1.56,25.21,25.9,102,154.1,4.4,94.9,12.4,15.3,412,-24,365.5
1999,Basadingen,BAS,spruce,BASpcab1,1.62,26.35,26,103,154.1,4.4,94.9,12.4,15.5,741,33,367
2000,Basadingen,BAS,spruce,BASpcab1,1.73,28.41,26.2,104,154.1,4.4,94.9,12.4,15.7,593,4,368.5
2001,Basadingen,BAS,spruce,BASpcab1,1.37,22.54,26.4,105,154.1,4.4,94.9,12.4,14.7,612,13,370
2002,Basadingen,BAS,spruce,BASpcab1,1.8,29.83,26.5,106,154.1,4.4,94.9,12.4,15,522,-6,371.5
2003,Basadingen,BAS,spruce,BASpcab1,0.88,14.7,26.6,107,154.1,4.4,94.9,12.4,17.3,362,-39,373
2004,Basadingen,BAS,spruce,BASpcab1,1.04,17.43,26.7,108,154.1,4.4,94.9,12.4,15.1,435,-19,374.6
2005,Basadingen,BAS,spruce,BASpcab1,1,16.82,26.8,109,154.1,4.4,94.9,12.4,15.4,523,-4,377.1
2006,Basadingen,BAS,spruce,BASpcab1,1.04,17.56,26.9,110,154.1,4.4,94.9,12.4,15.9,603,7,378.8
1957,Basadingen,BAS,spruce,BASpcab1,6.35,73.21,18.7,52,154.1,4.4,94.9,12.4,13.8,494,-3,315.1
1958,Basadingen,BAS,spruce,BASpcab1,3.79,44.9,19,53,154.1,4.4,94.9,12.4,14.7,538,0,315.7
1959,Basadingen,BAS,spruce,BASpcab1,4.46,54,19.5,54,154.1,4.4,94.9,12.4,15.3,455,-20,315.8
1960,Basadingen,BAS,spruce,BASpcab1,4.4,54.43,19.9,55,154.1,4.4,94.9,12.4,14.1,558,5,316.8
1961,Basadingen,BAS,spruce,BASpcab1,7.15,91.08,20.6,56,154.1,4.4,94.9,12.4,15.1,493,-10,317.5
1962,Basadingen,BAS,spruce,BASpcab1,6.52,85.85,21.3,57,154.1,4.4,94.9,12.4,14.1,413,-22,318.3
1963,Basadingen,BAS,spruce,BASpcab1,7.5,102.13,22,58,154.1,4.4,94.9,12.4,14.6,484,-10,318.8
1964,Basadingen,BAS,spruce,BASpcab1,6.29,88.31,22.7,59,154.1,4.4,94.9,12.4,15.5,472,-17,319.4
1965,Basadingen,BAS,spruce,BASpcab1,6.52,94.23,23.3,60,154.1,4.4,94.9,12.4,13.4,816,52,319.9
1966,Basadingen,BAS,spruce,BASpcab1,8.08,120.48,24.1,61,154.1,4.4,94.9,12.4,14.6,546,1,321.2
1967,Basadingen,BAS,spruce,BASpcab1,7.6,116.99,24.9,62,154.1,4.4,94.9,12.4,14.4,537,0,322
1968,Basadingen,BAS,spruce,BASpcab1,7.27,115.3,25.6,63,154.1,4.4,94.9,12.4,14,618,15,322.9
1969,Basadingen,BAS,spruce,BASpcab1,7.26,118.45,26.3,64,154.1,4.4,94.9,12.4,14.3,550,2,324.5
1970,Basadingen,BAS,spruce,BASpcab1,4.82,80.52,26.8,65,154.1,4.4,94.9,12.4,14.2,512,-4,325.5
1971,Basadingen,BAS,spruce,BASpcab1,2.78,47.11,27.1,66,154.1,4.4,94.9,12.4,15.1,425,-24,326.2
1972,Basadingen,BAS,spruce,BASpcab1,4.13,70.88,27.5,67,154.1,4.4,94.9,12.4,13.3,537,4,327.3
1973,Basadingen,BAS,spruce,BASpcab1,4.93,85.92,28,68,154.1,4.4,94.9,12.4,14.6,461,-13,329.5
1974,Basadingen,BAS,spruce,BASpcab1,5.94,105.57,28.6,69,154.1,4.4,94.9,12.4,14.1,485,-8,330.1
1975,Basadingen,BAS,spruce,BASpcab1,6.81,123.77,29.3,70,154.1,4.4,94.9,12.4,14.7,641,17,331
1976,Basadingen,BAS,spruce,BASpcab1,4.19,77.65,29.7,71,154.1,4.4,94.9,12.4,14.7,448,-19,332
1977,Basadingen,BAS,spruce,BASpcab1,6.5,122.65,30.4,72,154.1,4.4,94.9,12.4,13.5,524,1,333.7
1978,Basadingen,BAS,spruce,BASpcab1,6.91,133.2,31,73,154.1,4.4,94.9,12.4,13.3,528,1,335.3
1979,Basadingen,BAS,spruce,BASpcab1,4.2,82.48,31.5,74,154.1,4.4,94.9,12.4,13.9,482,-8,336.7
1980,Basadingen,BAS,spruce,BASpcab1,2.54,50.32,31.7,75,154.1,4.4,94.9,12.4,13.4,501,-1,338.5
1981,Basadingen,BAS,spruce,BASpcab1,3.02,60.38,32,76,154.1,4.4,94.9,12.4,14.5,475,-11,339.8
1982,Basadingen,BAS,spruce,BASpcab1,2.05,41.38,32.2,77,154.1,4.4,94.9,12.4,14.8,514,-5,341
1983,Basadingen,BAS,spruce,BASpcab1,1.9,38.48,32.4,78,154.1,4.4,94.9,12.4,15.3,543,-3,342.6
1984,Basadingen,BAS,spruce,BASpcab1,1.34,27.35,32.6,79,154.1,4.4,94.9,12.4,13.3,489,-4,344.3
1985,Basadingen,BAS,spruce,BASpcab1,2.13,43.7,32.8,80,154.1,4.4,94.9,12.4,14.5,496,-9,345.7
1986,Basadingen,BAS,spruce,BASpcab1,2.64,54.56,33,81,154.1,4.4,94.9,12.4,14.3,637,17,347
1987,Basadingen,BAS,spruce,BASpcab1,1.57,32.55,33.2,82,154.1,4.4,94.9,12.4,14.4,593,11,348.8
1988,Basadingen,BAS,spruce,BASpcab1,2.12,44.34,33.4,83,154.1,4.4,94.9,12.4,14.9,489,-11,351.3
1989,Basadingen,BAS,spruce,BASpcab1,2.37,49.91,33.6,84,154.1,4.4,94.9,12.4,14.8,446,-18,352.8
1990,Basadingen,BAS,spruce,BASpcab1,2.82,59.74,33.9,85,154.1,4.4,94.9,12.4,14.7,485,-11,354
1991,Basadingen,BAS,spruce,BASpcab1,5.05,108.3,34.4,86,154.1,4.4,94.9,12.4,14.7,470,-12,355.5
1992,Basadingen,BAS,spruce,BASpcab1,3.99,86.68,34.8,87,154.1,4.4,94.9,12.4,15.7,468,-16,356.3
1993,Basadingen,BAS,spruce,BASpcab1,5.51,121.49,35.4,88,154.1,4.4,94.9,12.4,15.1,559,0,357
1994,Basadingen,BAS,spruce,BASpcab1,6.54,146.68,36,89,154.1,4.4,94.9,12.4,15.5,653,18,358.9
1995,Basadingen,BAS,spruce,BASpcab1,6.01,137.16,36.6,90,154.1,4.4,94.9,12.4,14.6,628,16,360.9
1996,Basadingen,BAS,spruce,BASpcab1,5.75,133.23,37.2,91,154.1,4.4,94.9,12.4,14.1,493,-7,362.7
1997,Basadingen,BAS,spruce,BASpcab1,4,93.99,37.6,92,154.1,4.4,94.9,12.4,14.7,460,-14,363.8
1998,Basadingen,BAS,spruce,BASpcab1,2.51,59.37,37.8,93,154.1,4.4,94.9,12.4,15.3,412,-24,365.5
1999,Basadingen,BAS,spruce,BASpcab1,3.02,71.98,38.2,94,154.1,4.4,94.9,12.4,15.5,741,33,367
2000,Basadingen,BAS,spruce,BASpcab1,3.15,75.82,38.5,95,154.1,4.4,94.9,12.4,15.7,593,4,368.5
2001,Basadingen,BAS,spruce,BASpcab1,2,48.34,38.7,96,154.1,4.4,94.9,12.4,14.7,612,13,370
2002,Basadingen,BAS,spruce,BASpcab1,2.69,65.58,38.9,97,154.1,4.4,94.9,12.4,15,522,-6,371.5
2003,Basadingen,BAS,spruce,BASpcab1,1.35,32.96,39.1,98,154.1,4.4,94.9,12.4,17.3,362,-39,373
2004,Basadingen,BAS,spruce,BASpcab1,1.76,43.3,39.2,99,154.1,4.4,94.9,12.4,15.1,435,-19,374.6
2005,Basadingen,BAS,spruce,BASpcab1,1.79,44.24,39.4,100,154.1,4.4,94.9,12.4,15.4,523,-4,377.1
2006,Basadingen,BAS,spruce,BASpcab1,1.37,33.99,39.6,101,154.1,4.4,94.9,12.4,15.9,603,7,378.8
1957,Basadingen,BAS,spruce,BASpcab1,7.93,37.87,8,52,154.1,4.4,94.9,12.4,13.8,494,-3,315.1
1958,Basadingen,BAS,spruce,BASpcab1,5.76,29.98,8.6,53,154.1,4.4,94.9,12.4,14.7,538,0,315.7
1959,Basadingen,BAS,spruce,BASpcab1,4.29,23.69,9,54,154.1,4.4,94.9,12.4,15.3,455,-20,315.8
1960,Basadingen,BAS,spruce,BASpcab1,3.61,20.83,9.4,55,154.1,4.4,94.9,12.4,14.1,558,5,316.8
1961,Basadingen,BAS,spruce,BASpcab1,2.73,16.29,9.6,56,154.1,4.4,94.9,12.4,15.1,493,-10,317.5
1962,Basadingen,BAS,spruce,BASpcab1,2.23,13.63,9.9,57,154.1,4.4,94.9,12.4,14.1,413,-22,318.3
1963,Basadingen,BAS,spruce,BASpcab1,2.49,15.59,10.1,58,154.1,4.4,94.9,12.4,14.6,484,-10,318.8
1964,Basadingen,BAS,spruce,BASpcab1,2.09,13.38,10.3,59,154.1,4.4,94.9,12.4,15.5,472,-17,319.4
1965,Basadingen,BAS,spruce,BASpcab1,2.49,16.33,10.6,60,154.1,4.4,94.9,12.4,13.4,816,52,319.9
1966,Basadingen,BAS,spruce,BASpcab1,3.29,22.14,10.9,61,154.1,4.4,94.9,12.4,14.6,546,1,321.2
1967,Basadingen,BAS,spruce,BASpcab1,3.98,27.74,11.3,62,154.1,4.4,94.9,12.4,14.4,537,0,322
